Date of Final Decision,Submission Number,Device,Company,Panel (Lead),Primary Product Code,pdf_url,local_pdf_path
11/22/24,K242203,BriefCase-Quantification,"Aidoc Medical, Ltd.",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K242203.pdf,Data/FDA Summary Statements/2026-04-16_K242203.pdf
11/20/24,K242359,Strain AI (SAI001),Exo Inc,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K242359.pdf,Data/FDA Summary Statements/2026-04-16_K242359.pdf
11/19/24,K242523,ACUSON Sequoia Diagnostic Ultrasound System; ACUSON Sequoia Select Diagnostic Ultrasound System; ACUSON Origin Diagnostic Ultrasound System; ACUSON Origin ICE Diagnostic Ultrasound System,"Siemens Medical Solutions USA, Inc.",Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K242523.pdf,Data/FDA Summary Statements/2026-04-16_K242523.pdf
11/18/24,K241747,Saige-Dx,"DeepHealth, Inc",Radiology,QDQ,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241747.pdf,Data/FDA Summary Statements/2026-04-16_K241747.pdf
11/18/24,K241633,Informed Vital Core Application (IVC App),"Mindset Medical, Inc.",Cardiovascular,QME,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241633.pdf,Data/FDA Summary Statements/2026-04-16_K241633.pdf
11/15/24,K240860,EchoGo Amyloidosis (1.0),Ultromics Limited,Cardiovascular,SDJ,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240860.pdf,Data/FDA Summary Statements/2026-04-16_K240860.pdf
11/15/24,K242130,Koios DS,"Koios Medical, Inc.",Radiology,POK,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K242130.pdf,Data/FDA Summary Statements/2026-04-16_K242130.pdf
11/15/24,K242800,The 5000 Compact Series Ultrasound Systems,Philips Ultrasound LLC,Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K242800.pdf,Data/FDA Summary Statements/2026-04-16_K242800.pdf
11/15/24,K242062,1CMR Pro,Mycardium AI Limited,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K242062.pdf,Data/FDA Summary Statements/2026-04-16_K242062.pdf
11/15/24,K241439,VUNO Med-Chest X-ray Triage/VUNO Med-CXR Link Triage,Vuno Inc.,Radiology,QFM,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241439.pdf,Data/FDA Summary Statements/2026-04-16_K241439.pdf
11/14/24,K242342,Fetal EchoScan,BrightHeart,Radiology,POK,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K242342.pdf,Data/FDA Summary Statements/2026-04-16_K242342.pdf
11/8/24,K240417,ProFound Detection (V4.0),"iCAD, Inc.",Radiology,QDQ,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240417.pdf,Data/FDA Summary Statements/2026-04-16_K240417.pdf
11/7/24,K240712,icobrain aria,icometrix NV,Radiology,QBS,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240712.pdf,Data/FDA Summary Statements/2026-04-16_K240712.pdf
11/7/24,K241719,NeuroICH,Neurocareai Inc.,Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241719.pdf,Data/FDA Summary Statements/2026-04-16_K241719.pdf
11/5/24,K241312,TeraRecon Cardiac.Chambers.MR (1.0.0),"TeraRecon,Inc.",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241312.pdf,Data/FDA Summary Statements/2026-04-16_K241312.pdf
10/30/24,K241108,RemedyLogic AI MRI Lumbar Spine Reader,Remedy Logic Inc.,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241108.pdf,Data/FDA Summary Statements/2026-04-16_K241108.pdf
10/25/24,K243189,TumorSight Viz,"SimBioSys, Inc.",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243189.pdf,Data/FDA Summary Statements/2026-04-16_K243189.pdf
10/25/24,K242215,Neurophet AQUA (V3.1),"Neurophet, Inc.",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K242215.pdf,Data/FDA Summary Statements/2026-04-16_K242215.pdf
10/22/24,K243209,nordicMEDiVA,NordicNeurolab AS,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243209.pdf,Data/FDA Summary Statements/2026-04-16_K243209.pdf
10/18/24,K242837,BriefCase-Triage,"Aidoc Medical, Ltd.",Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K242837.pdf,Data/FDA Summary Statements/2026-04-16_K242837.pdf
10/18/24,K241490,Contour+ (MVision AI Segmentation),MVision AI Oy,Radiology,QKB,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241490.pdf,Data/FDA Summary Statements/2026-04-16_K241490.pdf
10/17/24,K240408,REMI-AI Rapid Detection Module (REMI-AI RDM),"Epitel, Inc",Neurology,OMB,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240408.pdf,Data/FDA Summary Statements/2026-04-16_K240408.pdf
10/17/24,K241242,SIGNA MAGNUS,"GE Medical Systems, LLC",Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241242.pdf,Data/FDA Summary Statements/2026-04-16_K241242.pdf
10/16/24,K241481,xvision Spine System,Augmedics Ltd.,Neurology,SBF,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241481.pdf,Data/FDA Summary Statements/2026-04-16_K241481.pdf
10/15/24,K242781,cvi42 Software Application,Circle Cardiovascular Imaging Inc.,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K242781.pdf,Data/FDA Summary Statements/2026-04-16_K242781.pdf
10/11/24,K241971,"HERA Z20, R20, HERA Z30, R30 Diagnostic Ultrasound System","Samsung Medison Co., Ltd.",Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241971.pdf,Data/FDA Summary Statements/2026-04-16_K241971.pdf
10/10/24,K241430,EchoMeasure,iCardio.ai,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241430.pdf,Data/FDA Summary Statements/2026-04-16_K241430.pdf
10/9/24,K241837,Limbus Contour,Limbus AI Inc.,Radiology,QKB,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241837.pdf,Data/FDA Summary Statements/2026-04-16_K241837.pdf
10/7/24,K240980,EPIQ Series Diagnostic Ultrasound System,Philips Ultrasound LLC,Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240980.pdf,Data/FDA Summary Statements/2026-04-16_K240980.pdf
10/7/24,K241029,SpineUs System,Verdure Imaging,Radiology,IYO,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241029.pdf,Data/FDA Summary Statements/2026-04-16_K241029.pdf
10/4/24,K240553,LVivo Software Application,DiA Imaging Analysis Ltd.,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240553.pdf,Data/FDA Summary Statements/2026-04-16_K240553.pdf
10/4/24,K242652,Lunit INSIGHT DBT v1.1,Lunit Inc.,Radiology,QDQ,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K242652.pdf,Data/FDA Summary Statements/2026-04-16_K242652.pdf
10/4/24,K241245,EchoSolv AS,Echo IQ Ltd,Radiology,POK,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241245.pdf,Data/FDA Summary Statements/2026-04-16_K241245.pdf
10/2/24,K242005,Versana Premier; Versana Premier Lotus; LOGIQ F,GE Medical Systems Ultrasound and Primary Care Diagnostics,Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K242005.pdf,Data/FDA Summary Statements/2026-04-16_K242005.pdf
10/2/24,K241561,MammoScreen BD,Therapixel,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241561.pdf,Data/FDA Summary Statements/2026-04-16_K241561.pdf
10/1/24,K240943,LungVision,BodyVision Medical Ltd.,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240943.pdf,Data/FDA Summary Statements/2026-04-16_K240943.pdf
10/1/24,K241331,MuscleView,"Springbok, Inc.",Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241331.pdf,Data/FDA Summary Statements/2026-04-16_K241331.pdf
9/27/24,K241480,JBS-LVO,"JLK, Inc.",Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241480.pdf,Data/FDA Summary Statements/2026-04-16_K241480.pdf
9/27/24,K240369,CAC (gated) Algorithm,BunkerHill Health,Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240369.pdf,Data/FDA Summary Statements/2026-04-16_K240369.pdf
9/27/24,K240993,encevis (2.1),AIT Austrian Institute of Technology GmbH,Neurology,OMB,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240993.pdf,Data/FDA Summary Statements/2026-04-16_K240993.pdf
9/24/24,K242292,uAI Easy Triage ICH,"Shanghai United Imaging Intelligence Co., Ltd.",Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K242292.pdf,Data/FDA Summary Statements/2026-04-16_K242292.pdf
9/23/24,P140011/S008,MAMMOMAT B.brilliant with Tomosynthesis Option,"SIEMENS MEDICAL SOLUTIONS USA, INC.",Radiology,OTE,https://www.accessdata.fda.gov/cdrh_docs/pdf14/P140011/S008.pdf,Not Found
9/23/24,K240013,EchoGo Heart Failure (2.0),Ultromics Limited,Cardiovascular,QUO,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240013.pdf,Data/FDA Summary Statements/2026-04-16_K240013.pdf
9/20/24,K240036,PIUR tUS Infinity,PIUR Imaging GmbH,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240036.pdf,Data/FDA Summary Statements/2026-04-16_K240036.pdf
9/13/24,K240929,Sleep Apnea Notification Feature (SANF),Apple Inc.,Anesthesiology,QZW,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240929.pdf,Data/FDA Summary Statements/2026-04-16_K240929.pdf
9/12/24,K241280,Constellation (CON-001),"Q Bio, Inc.",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241280.pdf,Data/FDA Summary Statements/2026-04-16_K241280.pdf
9/12/24,K241582,"Aplio i900/i800/i700 Diagnostic Ultrasound System, Software V7.0 (TUS-AI900, TUS-AI800, TUS-AI700)",Canon Medical Systems Corporation,Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241582.pdf,Data/FDA Summary Statements/2026-04-16_K241582.pdf
9/12/24,K240942,CINA-CSpine,Avicenna.AI,Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240942.pdf,Data/FDA Summary Statements/2026-04-16_K240942.pdf
9/11/24,K241380,FETOLY-HEART,Diagnoly,Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241380.pdf,Data/FDA Summary Statements/2026-04-16_K241380.pdf
9/10/24,K240094,LumiNE US; Lumi,Augmedit B.V.,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240094.pdf,Data/FDA Summary Statements/2026-04-16_K240094.pdf
9/9/24,K240697,"See-Mode Augmented Reporting Tool, Thyroid (SMART-T)",See-Mode Technologies Pte. Ltd.,Radiology,QDQ,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240697.pdf,Data/FDA Summary Statements/2026-04-16_K240697.pdf
9/9/24,K240791,ADAS 3D,Adas3D Medical S.L,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240791.pdf,Data/FDA Summary Statements/2026-04-16_K240791.pdf
9/9/24,K241681,Overjet Image Enhancement Assist,Overjet Inc,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241681.pdf,Data/FDA Summary Statements/2026-04-16_K241681.pdf
9/6/24,K240411,uAI Portal,"Shanghai United Imaging Intelligence Co., Ltd.",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240411.pdf,Data/FDA Summary Statements/2026-04-16_K240411.pdf
9/5/24,K233998,TRAQinform IQ,"AIQ Global, Inc.",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K233998.pdf,Data/FDA Summary Statements/2026-04-16_K233998.pdf
9/4/24,K233977,Velacur,Sonic Incytes,Radiology,IYO,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K233977.pdf,Data/FDA Summary Statements/2026-04-16_K233977.pdf
8/30/24,K242275,syngo.via MI Workflows; Scenium; syngo MBF,"Siemens Medical Solutions USA, Inc.",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K242275.pdf,Data/FDA Summary Statements/2026-04-16_K242275.pdf
8/30/24,K240003,Velmeni for Dentists (V4D),Velmeni Inc.,Radiology,MYN,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240003.pdf,Data/FDA Summary Statements/2026-04-16_K240003.pdf
8/30/24,K242300,MI View&GO,"Siemens Medical Solutions USA, Inc.",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K242300.pdf,Data/FDA Summary Statements/2026-04-16_K242300.pdf
8/30/24,K241847,Imbio PHA (4.0.0),"Imbio, Inc",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241847.pdf,Data/FDA Summary Statements/2026-04-16_K241847.pdf
8/30/24,K241585,uMI Panorama,"Shanghai United Imaging Healthcare Co.,Ltd.",Radiology,KPS,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241585.pdf,Data/FDA Summary Statements/2026-04-16_K241585.pdf
8/29/24,K233826,Kosmos,"EchoNous, Inc.",Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K233826.pdf,Data/FDA Summary Statements/2026-04-16_K233826.pdf
8/27/24,K241684,Overjet Charting Assist,"Overjet, Inc",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241684.pdf,Data/FDA Summary Statements/2026-04-16_K241684.pdf
8/22/24,K241098,NeuroQuant,"CorTechs Labs, Inc.",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241098.pdf,Data/FDA Summary Statements/2026-04-16_K241098.pdf
8/21/24,K240290,AiMIFY (1.x),"Subtle Medical, Inc.",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240290.pdf,Data/FDA Summary Statements/2026-04-16_K240290.pdf
8/20/24,K240200,HYDROS Robotic System; HYDROS TRUS Probe; HYDROS Handpiece,Procept BioRobotics,General and Plastic Surgery,PZP,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240200.pdf,Data/FDA Summary Statements/2026-04-16_K240200.pdf
8/20/24,K241496,"Vantage Galan 3T, MRT-3020, V10.0 with AiCE Reconstruction Processing Unit for MR",Canon Medical Systems Corporation,Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241496.pdf,Data/FDA Summary Statements/2026-04-16_K241496.pdf
8/19/24,K241440,HealthCCSng,Nano-X AI Ltd.,Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241440.pdf,Data/FDA Summary Statements/2026-04-16_K241440.pdf
8/16/24,K240740,qCT LN Quant,Qure.ai Technologies,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240740.pdf,Data/FDA Summary Statements/2026-04-16_K240740.pdf
8/16/24,K233755,HeartKey® Rhythm,B-Secur Limited,Cardiovascular,DQK,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K233755.pdf,Data/FDA Summary Statements/2026-04-16_K233755.pdf
8/15/24,K241596,uMI Panvivo,"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,KPS,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241596.pdf,Data/FDA Summary Statements/2026-04-16_K241596.pdf
8/15/24,K241211,CoLumbo,Smart Soft Healthcare,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241211.pdf,Data/FDA Summary Statements/2026-04-16_K241211.pdf
8/13/24,K241429,ECHELON Synergy MRI System,FUJIFILM Healthcare Corporation,Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241429.pdf,Data/FDA Summary Statements/2026-04-16_K241429.pdf
8/12/24,K242054,OptimMRI (v2),"Rebrain, SAS",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K242054.pdf,Data/FDA Summary Statements/2026-04-16_K242054.pdf
8/8/24,K233822,i2Contour,MRIMath LLC,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K233822.pdf,Data/FDA Summary Statements/2026-04-16_K233822.pdf
8/8/24,K241665,Omni Legend,"GE Medical Systems Israel, Functional Imaging",Radiology,KPS,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241665.pdf,Data/FDA Summary Statements/2026-04-16_K241665.pdf
8/5/24,K240953,AI Platform 2.0 (AIP002),Exo Imaging,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240953.pdf,Data/FDA Summary Statements/2026-04-16_K240953.pdf
8/5/24,K233992,Precision AI Surgical Planning System (PAI-SPS),Precision AI Pty Ltd,Orthopedic,QHE,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K233992.pdf,Data/FDA Summary Statements/2026-04-16_K233992.pdf
8/2/24,K233984,Acumen Assisted Fluid Management (AFM) Software Feature,"Edwards Lifesciences, LLC",Cardiovascular,QMS,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K233984.pdf,Data/FDA Summary Statements/2026-04-16_K233984.pdf
8/1/24,K234141,AISAP Cardio V1.0,Aisap,Radiology,POK,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K234141.pdf,Data/FDA Summary Statements/2026-04-16_K234141.pdf
8/1/24,K233731,CardIQ Suite,GE Medical Systems SCS,Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K233731.pdf,Data/FDA Summary Statements/2026-04-16_K233731.pdf
8/1/24,K240301,MammoScreen® (3),Therapixel,Radiology,QDQ,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240301.pdf,Data/FDA Summary Statements/2026-04-16_K240301.pdf
7/25/24,K241887,GI Genius Module 100 (GGM100.US); GI Genius Module 200 (GGM200.US); ColonPRO 4.0 (CPRO40.US); GI Genius Module 300 (GGM300-US); ColonPRO 4.0 (CPRO40S-US),Cosmo Artificial Intelligence - AI Ltd,Gastroenterology-Urology,QNP,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241887.pdf,Data/FDA Summary Statements/2026-04-16_K241887.pdf
7/25/24,K241887,GI Genius Module 100 (GGM100.US); GI Genius Module 200 (GGM200.US); ColonPRO 4.0 (CPRO40.US); GI Genius Module 300 (GGM300-US); ColonPRO 4.0 (CPRO40S-US),"Cosmo Artificial Intelligence - Ai, Ltd.",Gastroenterology-Urology,QNP,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241887.pdf,Data/FDA Summary Statements/2026-04-16_K241887.pdf
7/24/24,K240044,CADDIE,Odin Medical Limited,Gastroenterology-Urology,QNP,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240044.pdf,Data/FDA Summary Statements/2026-04-16_K240044.pdf
7/22/24,K240704,"ACUSON Sequoia Diagnostic Ultrasound System, ACUSON Sequoia Select Diagnostic Ultrasound System, ACUSON Origin Diagnostic Ultrasound System, ACUSON Origin ICE  Diagnostic Ultrasound System","Siemens Medical Solutions, USA, Inc.",Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240704.pdf,Data/FDA Summary Statements/2026-04-16_K240704.pdf
7/17/24,K241121,MICSI-RMT,"Microstructure Imaging, Inc.",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241121.pdf,Data/FDA Summary Statements/2026-04-16_K241121.pdf
7/17/24,K240845,Rayvolve,AZmed SAS,Radiology,QBS,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240845.pdf,Data/FDA Summary Statements/2026-04-16_K240845.pdf
7/16/24,K240944,Swoop® Portable MR Imaging® System,"Hyperfine, Inc.",Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240944.pdf,Data/FDA Summary Statements/2026-04-16_K240944.pdf
7/15/24,K240285,Huxley SANSA Home Sleep Apnea Test (1000-00),Huxley Medical,Anesthesiology,MNR,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240285.pdf,Data/FDA Summary Statements/2026-04-16_K240285.pdf
7/12/24,K241727,BriefCase-Triage,"Aidoc Medical, Ltd.",Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241727.pdf,Data/FDA Summary Statements/2026-04-16_K241727.pdf
7/12/24,K234009,Acorn 3D Software (AC-SEG-4009); Acorn 3DP Model (AC-101-XX),Mighty Oak Medical,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K234009.pdf,Data/FDA Summary Statements/2026-04-16_K234009.pdf
7/12/24,K233457,RUS,Hutom Inc.,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K233457.pdf,Data/FDA Summary Statements/2026-04-16_K233457.pdf
7/11/24,K241329,SubtleSYNTH (1.x),"Subtle Medical, Inc.",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241329.pdf,Data/FDA Summary Statements/2026-04-16_K241329.pdf
7/3/24,K241508,SKOUT® system,"Iterative Scopes, Inc.",Gastroenterology-Urology,QNP,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241508.pdf,Data/FDA Summary Statements/2026-04-16_K241508.pdf
7/2/24,K240736,SMART Bun-Yo-Matic X-Ray,Disior Ltd,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240736.pdf,Data/FDA Summary Statements/2026-04-16_K240736.pdf
7/2/24,K240555,Tyto Insights for Crackles Detection,Tyto Care Ltd.,Anesthesiology,PHZ,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240555.pdf,Data/FDA Summary Statements/2026-04-16_K240555.pdf
7/1/24,K240353,Hyper Insight - ICH,SK Inc.,Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240353.pdf,Data/FDA Summary Statements/2026-04-16_K240353.pdf
6/25/24,K240582,VEA Align; spineEOS,EOS imaging,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240582.pdf,Data/FDA Summary Statements/2026-04-16_K240582.pdf
6/21/24,K233253,eCARTv5 Clinical Deterioration Suite (eCART),"AgileMD, Inc.",Cardiovascular,QNL,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K233253.pdf,Data/FDA Summary Statements/2026-04-16_K233253.pdf
6/21/24,K233196,Medihub Prostate,JLK Inc.,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K233196.pdf,Data/FDA Summary Statements/2026-04-16_K233196.pdf
6/21/24,K240465,O-arm O2 Imaging System,"Medtronic Navigation, Inc",Radiology,OWB,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240465.pdf,Data/FDA Summary Statements/2026-04-16_K240465.pdf
6/21/24,K233549,Tempus ECG-AF,"Tempus AI, Inc.",Cardiovascular,SBQ,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K233549.pdf,Data/FDA Summary Statements/2026-04-16_K233549.pdf
6/21/24,K240631,"V8/XV8/XH8, V7/XV7/XH7, V6/XV6/XH6 Diagnostic Ultrasound System","Samsung Medison Co., Ltd.",Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240631.pdf,Data/FDA Summary Statements/2026-04-16_K240631.pdf
6/20/24,K240642,SMART Bun-Yo-Matic CT,Disior Ltd,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240642.pdf,Data/FDA Summary Statements/2026-04-16_K240642.pdf
6/14/24,K233955,Clarius OB AI,Clarius Mobile Health Corp.,Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K233955.pdf,Data/FDA Summary Statements/2026-04-16_K233955.pdf
6/14/24,K241083,SIS System,"Surgical Information Sciences, Inc.",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241083.pdf,Data/FDA Summary Statements/2026-04-16_K241083.pdf
6/13/24,K233925,Relu Creator,Relu BV,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K233925.pdf,Data/FDA Summary Statements/2026-04-16_K233925.pdf
6/13/24,K233662,Radiography 7300 C,Philips Medical Systems DMC GmbH,Radiology,KPR,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K233662.pdf,Not Found
6/12/24,K240516,RS85 Diagnostic Ultrasound System,"Samsung Medison Co., Ltd.",Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240516.pdf,Data/FDA Summary Statements/2026-04-16_K240516.pdf
6/7/24,K241038,Cardiac CT Function Software Application,Circle Cardiovascular Imaging,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241038.pdf,Data/FDA Summary Statements/2026-04-16_K241038.pdf
6/7/24,K231010,Corvair,"AliveCor, Inc.",Cardiovascular,MHX,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K231010.pdf,Data/FDA Summary Statements/2026-04-16_K231010.pdf
