level,label,bucket,reason,consequential,n_occurrences,n_trials,example_nct,parser_rules_version
class,"Bronchiolitis patients (Baseline Phase, for primary outcome)",,unrecognized,False,1,1,NCT05132322,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Bronchiolitis patients (Exploratory Phase, for exploratory outcomes)",,unrecognized,False,1,1,NCT05132322,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Bronchiolitis patients (Sustainment Phase, for primary outcome)",,unrecognized,False,1,1,NCT05132322,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,CAI with HIV+ Male Partner,male,mapped,True,1,1,NCT03313310,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,CAI with Male Partner of Unknown HIV Status,unknown,mapped,True,1,1,NCT03313310,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,CAP Cohort,,structural_or_group,False,1,1,NCT03055858,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,CCHMC Base ED,,unrecognized,False,1,1,NCT01657344,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,CCHMC Satellite ED,,unrecognized,False,1,1,NCT01657344,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,CHOP Base ED,,unrecognized,False,1,1,NCT01657344,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,CLAI in past 3 months,,unrecognized,True,1,1,NCT06187415,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,CM,,unrecognized,False,1,1,NCT03758066,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,CNMC Base ED,,unrecognized,False,1,1,NCT01657344,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,CNMC Satellite ED,,unrecognized,False,1,1,NCT01657344,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,COS cycle 2,,unrecognized,False,1,1,NCT01956123,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,COS cycle 3,,unrecognized,False,1,1,NCT01956123,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,COVID-19,,unrecognized,False,1,1,NCT06141824,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,CRC-MSS,,unrecognized,False,1,1,NCT04208958,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cambodia,,unrecognized,False,1,1,NCT00440999,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Canada,,unrecognized,False,1,1,NCT06456671,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Cancer Patients/Survivor Participants - Female,female,mapped,True,1,1,NCT05253573,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Cancer Patients/Survivor Participants - Male,male,mapped,True,1,1,NCT05253573,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cancer Survivors,,unrecognized,False,1,1,NCT05702723,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Cannot Be Reported Due to Participant Privacy,,unrecognized,True,1,1,NCT04586244,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Car Phase,,unrecognized,False,1,1,NCT01559935,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cardiac disorder,,unrecognized,False,1,1,NCT06790420,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Care Partner sex,,unrecognized,False,1,1,NCT03283553,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Care Recipient,,unrecognized,False,1,1,NCT05527405,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Care Recipients (Korean Older Adults),,unrecognized,False,1,1,NCT03909347,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Care partner (CP),,unrecognized,False,1,1,NCT03550131,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Care recipient (CR),,unrecognized,False,1,1,NCT03550131,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Care recipients,,unrecognized,False,1,1,NCT04418232,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Caregiver Data,,unrecognized,False,1,1,NCT03988621,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Caregiver Participants - Female,female,mapped,True,1,1,NCT05253573,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Caregiver Participants - Male,male,mapped,True,1,1,NCT05253573,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Caregiver age,,unrecognized,False,1,1,NCT04010227,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Caregiver gender,,unrecognized,False,1,1,NCT04869085,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Caregiver in caregiver-child pair,,unrecognized,False,1,1,NCT01519453,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Caregivers (separate from patients),,unrecognized,False,1,1,NCT03540771,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Caregivers of adolescents,,unrecognized,False,1,1,NCT03557151,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Caregivers who completed surveys,,unrecognized,False,1,1,NCT05387564,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Category title missing,unknown,mapped,True,1,1,NCT01100073,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Censored,,structural_or_group,True,1,1,NCT05055778,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Chemsex care programs affiliated with NGO,,unrecognized,False,1,1,NCT06187415,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Chemsex recovery therapy groups or counseling,,unrecognized,False,1,1,NCT06187415,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Child,,structural_or_group,False,4,1,NCT04859699,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Child Female gender, n (%)",female,mapped,True,1,1,NCT03408314,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Child Male gender, n (%)",male,mapped,True,1,1,NCT03408314,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Child Non-binary,gender_diverse,mapped,True,1,1,NCT06408818,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Child biological sex,,unrecognized,False,1,1,NCT05096611,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Child care center directors,,unrecognized,False,1,1,NCT03319927,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Child care providers,,unrecognized,False,1,1,NCT03319927,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Child gender,,unrecognized,False,1,1,NCT01816074,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Child in caregiver-child pair,,unrecognized,False,1,1,NCT01519453,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Child with rare disease,,unrecognized,False,1,1,NCT04855734,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Children (females),female,mapped,True,1,1,NCT04399161,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Children (males),male,mapped,True,1,1,NCT04399161,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Children Sex,,unrecognized,False,1,1,NCT02395120,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Children participants,,unrecognized,False,1,1,NCT03294590,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Chinese cohort,,structural_or_group,False,1,1,NCT04059484,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Chlamydia,,unrecognized,True,1,1,NCT03881007,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Choose not to report,unknown,mapped,True,1,1,NCT05120713,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Chose not to declare,unknown,mapped,True,1,1,NCT05801991,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Chronic,,unrecognized,False,1,1,NCT02522429,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Chronic Hepatitis C patients,,unrecognized,False,1,1,NCT01600105,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cis Female,ambiguous,mapped,True,1,1,NCT03707158,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cis Male,ambiguous,mapped,True,1,1,NCT03707158,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cis-female,ambiguous,mapped,True,1,1,NCT05020353,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Cis-gender male,ambiguous,mapped,True,1,1,NCT02330419,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cis-male,ambiguous,mapped,True,1,1,NCT05020353,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Cis-man,ambiguous,mapped,True,1,1,NCT05608083,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Cis-woman,ambiguous,mapped,True,1,1,NCT05608083,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Cisgender Female,ambiguous,mapped,True,1,1,NCT04276935,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Cisgender Male,ambiguous,mapped,True,1,1,NCT04276935,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Cisgender Men,ambiguous,mapped,True,3,1,NCT05626231,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cisgender Woman,ambiguous,mapped,True,1,1,NCT05512949,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Cisgender Woman,ambiguous,mapped,True,1,1,NCT05135767,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Cisgender Women,ambiguous,mapped,True,3,1,NCT05626231,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Cisgender boys,ambiguous,mapped,True,1,1,NCT03409328,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Cisgender female,ambiguous,mapped,True,1,1,NCT04797221,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cisgender girl,ambiguous,mapped,True,1,1,NCT05408858,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cisgender heterosexual man,ambiguous,mapped,True,1,1,NCT04089137,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cisgender heterosexual woman,ambiguous,mapped,True,1,1,NCT04089137,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cisgender man,ambiguous,mapped,True,1,1,NCT05897827,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Cisgender man,ambiguous,mapped,True,1,1,NCT04408469,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cisgender men,ambiguous,mapped,True,1,1,NCT04878328,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cisgender woman,ambiguous,mapped,True,1,1,NCT05897827,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Cisgender woman,ambiguous,mapped,True,1,1,NCT04408469,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,ClinOleic,,unrecognized,False,1,1,NCT01943409,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Clinic A,,unrecognized,False,1,1,NCT04107116,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Clinic B,,unrecognized,False,1,1,NCT04107116,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Clinic C,,unrecognized,False,1,1,NCT04107116,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Clinic D,,unrecognized,False,1,1,NCT04107116,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Clinic E,,unrecognized,False,1,1,NCT04107116,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Clinic F,,unrecognized,False,1,1,NCT04107116,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Clinic G,,unrecognized,False,1,1,NCT04107116,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Clinic H,,unrecognized,False,1,1,NCT04107116,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Clinic I,,unrecognized,False,1,1,NCT04107116,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Clinic Staff,,unrecognized,False,1,1,NCT05472142,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Clinician Characteristics - Sex,,unrecognized,False,1,1,NCT05563714,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cognitively Normal,,unrecognized,False,1,1,NCT04057807,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 1 (50 mg QHS),,structural_or_group,False,1,1,NCT03525886,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 1 (FCM at 7.5 mg/kg to a maximum of 750mg),,structural_or_group,False,1,1,NCT02410213,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 1 (NAL ER 27 mg): Group 1,,structural_or_group,False,1,1,NCT04020016,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 1 (NAL ER 27 mg): Group 2,,structural_or_group,False,1,1,NCT04020016,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 1 (NAL ER 27 mg): Group 3,,structural_or_group,False,1,1,NCT04020016,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 1 -12 to 17 years of age,,structural_or_group,False,1,1,NCT02340169,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 1 Group 15E,,structural_or_group,False,1,1,NCT04889209,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Cohort 1, Female",female,mapped,True,1,1,NCT01849692,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Cohort 1, Male",male,mapped,True,1,1,NCT01849692,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 10,,structural_or_group,False,1,1,NCT02878785,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 11,,structural_or_group,False,1,1,NCT02878785,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 12,,structural_or_group,False,1,1,NCT02878785,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 13,,structural_or_group,False,1,1,NCT02878785,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 14,,structural_or_group,False,1,1,NCT02878785,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 1: Low Energy - Continuous,,structural_or_group,False,1,1,NCT03763708,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 2 (100 mg QHS),,structural_or_group,False,1,1,NCT03525886,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 2 (FCM at 15 mg/kg to a maximum of 750mg,,structural_or_group,False,1,1,NCT02410213,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 2 (NAL ER 54 mg): Group 1,,structural_or_group,False,1,1,NCT04020016,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 2 (NAL ER 54 mg): Group 2,,structural_or_group,False,1,1,NCT04020016,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 2 - 6 to 11 years of age,,structural_or_group,False,1,1,NCT02340169,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Cohort 2, Female",female,mapped,True,1,1,NCT01849692,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Cohort 2, Male",male,mapped,True,1,1,NCT01849692,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 2: Interleaving,,structural_or_group,False,1,1,NCT03763708,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 3,,structural_or_group,False,1,1,NCT02878785,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 3 (100 mg QPM),,structural_or_group,False,1,1,NCT03525886,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 3 (NAL ER 108 mg): Group 1,,structural_or_group,False,1,1,NCT04020016,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 3 (NAL ER 108 mg): Group 2,,structural_or_group,False,1,1,NCT04020016,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Cohort 3, Female",female,mapped,True,1,1,NCT01849692,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Cohort 3, Male",male,mapped,True,1,1,NCT01849692,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 3- 2 to 5 years of age,,structural_or_group,False,1,1,NCT02340169,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 3: Cycling Evolve,,structural_or_group,False,1,1,NCT03763708,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 4,,structural_or_group,False,1,1,NCT02878785,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 4 (100 mg BID),,structural_or_group,False,1,1,NCT03525886,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 4 (NAL ER 162 mg): Group 1,,structural_or_group,False,1,1,NCT04020016,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 4 (NAL ER 162 mg): Group 2,,structural_or_group,False,1,1,NCT04020016,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Cohort 4, Female",female,mapped,True,1,1,NCT01849692,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Cohort 4, Male",male,mapped,True,1,1,NCT01849692,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 4: Low Energy Cycling 1,,structural_or_group,False,1,1,NCT03763708,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 5,,structural_or_group,False,1,1,NCT02878785,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 5 (NAL ER 162 mg): Group 4,,structural_or_group,False,1,1,NCT04020016,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 5: Low Energy Cycling 2,,structural_or_group,False,1,1,NCT03763708,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 6,,structural_or_group,False,1,1,NCT02878785,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 6: Differential Targeted Multiplexed-Low Energy Spinal Cord Stimulation (DTM-LE SCS),,structural_or_group,False,1,1,NCT03763708,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 7,,structural_or_group,False,1,1,NCT02878785,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 7: Super Cycle,,structural_or_group,False,1,1,NCT03763708,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 8,,structural_or_group,False,1,1,NCT02878785,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 8: Differential Targeted Multiplexed (DTM) for Neuro Sense (NS),,structural_or_group,False,1,1,NCT03763708,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 9,,structural_or_group,False,1,1,NCT02878785,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cohort 9: Diabetic Peripheral Neuropathy (DPN) Flow,,structural_or_group,False,1,1,NCT03763708,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
